"tstep","state","x","y","vx","vy","sx","sy","svx","svy","sax","say","sjx","sjy","fx","fy","blk_tri"
111,6,0.003862,-0.00246000000000002,0,0,0.00386550449208778,-0.00246271361471134,-0.000329704191363646,0.000326397719646097,0.0109039407400459,-0.0116721400008861,0.00338553677386355,-0.0112420796738588,0,0,2
116,6,0.003862,-0.00246000000000002,0,0,0.00386410283278664,-0.00246134405402829,-0.000287874765861549,0.000281438819646988,0.010488707597144,-0.011260884871182,-0.0108657638728622,0.00872543599261144,0,0,2
121,6,0.003862,-0.00246000000000002,0,0,0.00386294955947521,-0.00246025084402004,-0.000245748869412118,0.000237079398463636,0.00990437695045013,-0.010614288043749,-0.0250462787952783,0.0272317248916496,0,0,2
126,6,0.003862,-0.00246000000000002,0,0,0.00386207423449993,-0.00245949801004254,-0.000207585010436115,0.000196043011217428,0.00904049388307727,-0.00952685732928502,-0.0333651457119761,0.0405822222707986,0,0,2
131,6,0.003862,-0.00246000000000002,0,0,0.00386141185734535,-0.00245897383816584,-0.000171802129596284,0.000156727560151344,0.00806998835784625,-0.0083071540242376,-0.0381720842954891,0.0511343100180626,0,0,2
136,6,0.003862,-0.00246000000000002,0,0,0.00386089514777051,-0.00245861135738725,-0.000135453902706688,0.000117789308434006,0.00716311009660482,-0.0071253071554738,-0.0435007473224425,0.0609837059752936,0,0,2
141,6,0.003862,-0.00246000000000002,0,0,0.00386067930999472,-0.0024585328551032,-0.000103458711840924,8.34257369411371e-05,0.0058873629137515,-0.00563224837566165,-0.0423816302550588,0.0644116785809741,0,0,2
146,6,0.003862,-0.00246000000000002,0,0,0.0038605898685745,-0.00245861215303581,-7.13275524079271e-05,4.91323259532207e-05,0.00472211752681445,-0.00416947743399979,-0.0409772082554967,0.0677116559786139,0,0,2
151,6,0.003862,-0.00246000000000002,0,0,0.00386063639917596,-0.00245882587953962,-4.17827239867429e-05,1.9946600436334e-05,0.00361940949442831,-0.00277275421584532,-0.0356439077320463,0.0641736660713002,0,0,2
156,6,0.003862,-0.00246000000000002,0,0,0.00386070455707449,-0.00245904703318456,-1.45319562446715e-05,-5.22210916214594e-06,0.00288445776242362,-0.00175900068862594,-0.0269110757847668,0.0555287289848585,0,0,2
161,6,0.003862,-0.00246000000000002,0,0,0.00386073299819475,-0.00245921007461124,1.18995949036783e-05,-2.83141869059442e-05,0.00267886348592078,-0.00129169300851085,-0.0170583812408278,0.0447837575941337,0,0,2
166,6,0.003862,-0.00246000000000002,0,0,0.0038609170348442,-0.00245938626045908,3.90483450751088e-05,-4.54461002094369e-05,0.00245785961872536,-0.00113743748700981,-0.00855960593339256,0.0270912671723109,0,0,2
171,6,0.003862,-0.00246000000000002,0,0,0.00386103300520992,-0.00245937089463426,7.06464878572383e-05,-6.34521812756257e-05,0.00285531986541458,-0.00183576342144937,-0.00693908389956421,0.0124810306857788,0,0,2
176,6,0.003862,-0.00246000000000002,0,0,0.00386112312369125,-0.00245927770781865,0.000103234215094094,-8.33044934944006e-05,0.00377283544122438,-0.00306488166751667,-0.0083000065469816,0.00307581803937684,0,0,2
181,6,0.003862,-0.00246000000000002,0,0,0.00386123168598645,-0.00245934893422799,0.000135181931294695,-0.000109890289044779,0.00507369762228037,-0.00418274616919255,-0.0114063593363656,0.00543095877488309,0,0,2
186,6,0.003862,-0.00246000000000002,0,0,0.00386141494214352,-0.00245949419640723,0.000165880968025539,-0.000136187895641771,0.00658338576687481,-0.00544710300977759,-0.0160680962000317,0.00995889138795358,0,0,2
191,6,0.003862,-0.00246000000000002,0,0,0.00386162490398916,-0.00245963809426945,0.000203370512154506,-0.000168710042835189,0.0084270083753596,-0.00706386133189502,-0.0341532158211486,0.0263987602250098,0,0,2
196,6,0.003862,-0.00246000000000002,0,0,0.00386191269371755,-0.00245984002452,0.000252894645710941,-0.000211071935434171,0.0105150652457934,-0.00891391365806318,-0.0744520015473453,0.0611832887315171,0,0,2
201,6,0.003862,-0.00246000000000002,0,0,0.00386237488712824,-0.00246009148845795,0.000315020100459087,-0.000268047383632749,0.0126327524616756,-0.0110649278987196,-0.139923739103427,0.122922448669941,0,0,2
206,6,0.003862,-0.00246000000000002,0,0,0.00386304509208841,-0.00246015992586985,0.00038867495246284,-0.000354678431408743,0.0147252431019498,-0.0142779511515471,-0.231742816664249,0.236478467432061,0,0,2
211,6,0.00386600000000001,-0.00246299999999999,0,0,0.00386404706321154,-0.00246015542433035,0.000480638150870811,-0.000479868882392463,0.0164888388705482,-0.0184188843822921,-0.363389942104097,0.421727435970308,0,0,2
216,6,0.00386600000000001,-0.00246299999999999,0,0,0.00386544238470592,-0.00245984727672436,0.000577619558631924,-0.000652778771818124,0.0177510628350679,-0.0242933813839989,-0.521302292822126,0.701940588688749,0,0,2
221,6,0.00387,-0.002467,0,0,0.0038673438734402,-0.00245920616488154,0.000672820256329272,-0.00088688078548132,0.018098913476567,-0.0321908056058962,-0.70161148010701,1.11240677271045,0,0,2
226,6,0.00387,-0.002467,0,0,0.00386957662213273,-0.00245829821833671,0.000770345884680214,-0.00119292186709156,0.0178834045029659,-0.0421092290775054,-0.916769557898805,1.6905269166077,0,0,2
231,6,0.003874,-0.00246999999999997,0,0,0.00387229556901231,-0.00245763116008214,0.000859424127743969,-0.0015622477386745,0.0164739528220624,-0.0527088232304357,-1.15956653825307,2.45290902737433,0,0,2
236,6,0.003874,-0.00246999999999997,0,0,0.00387546156559008,-0.00245711494519825,0.000934499604209148,-0.00200675691661492,0.0136888816013277,-0.0641387176905382,-1.43068085739255,3.45152327812976,0,0,2
241,6,0.00387900000000001,-0.00247399999999998,0,0,0.00387894236356696,-0.00245720765838274,0.000991510453515068,-0.00251448936543241,0.00951709344721401,-0.0748581702087663,-1.73374168954319,4.71480452437686,0,0,2
246,6,0.003883,-0.00247700000000001,0,0,0.00388249987610996,-0.00245847879011278,0.00102987370986524,-0.00305916489506138,0.00418107833639873,-0.0826318047550776,-2.07901396130425,6.25922842188031,0,0,2
251,6,0.003887,-0.00248100000000001,0,0,0.00388596830188838,-0.00246136263020921,0.00104470504520628,-0.00360631990147607,-0.00238120412789163,-0.0850926871183725,-2.47267048635125,8.09760578392727,0,0,2
256,6,0.00389100000000001,-0.00248399999999999,0,0,0.00388911321752563,-0.00246634681977306,0.00103230111009225,-0.00410319049224946,-0.0101378963374621,-0.0791195324070909,-2.92473247927854,10.2253022528371,0,0,2
261,6,0.00389100000000001,-0.00248399999999999,0,0,0.00389165573632341,-0.00247392255941911,0.000989351716934943,-0.0044735142369599,-0.0190371627937275,-0.060767046156672,-3.44854703237434,12.6106667019126,0,0,2
266,6,0.00389500000000001,-0.00248799999999999,0,0,0.00389334916098389,-0.00248412463278958,0.000909205205512624,-0.00463180257257396,-0.0292485470536723,-0.0264077052760947,-4.05589684664156,15.2130563095234,0,0,2
271,6,0.00389500000000001,-0.00248799999999999,0,0,0.00389391434657865,-0.00249653038274631,0.000783541146067803,-0.00448231545778961,-0.0410192394512003,0.0273301425353696,-4.75951970240478,17.9805834843737,0,0,2
276,6,0.00389500000000001,-0.00248799999999999,0,0,0.00389304018548695,-0.0025100088002501,0.000601864843799373,-0.00392735845649532,-0.0547031209043713,0.102945052178299,-5.57283328140456,20.8600049449186,0,0,2
281,6,0.00389500000000001,-0.00248799999999999,0,0,0.00389056717600442,-0.00252289653572134,0.000342637638011961,-0.0028600486202358,-0.0713244391466847,0.202593736874001,-6.49760186502363,23.7853230937532,0,0,2
286,6,0.00389500000000001,-0.00248799999999999,0,0,0.00388617020161202,-0.00253307873169959,-1.67449090732494e-05,-0.00116153071266556,-0.0917786155256405,0.32834023985738,-7.53698675916777,26.6723169835914,0,0,2
291,6,0.003887,-0.00248100000000001,0,0,0.00387951300579921,-0.00253718254948243,-0.000506449668123404,0.00126543014477025,-0.117288317034524,0.479916083246439,-8.68670097107703,29.4633962093871,0,0,2
296,6,0.00387900000000001,-0.00247399999999998,0,0,0.00387044009501428,-0.00253183744797922,-0.00117543692282229,0.00454605670723384,-0.15003887416932,0.658228726945147,-9.91789442499014,32.056376549585,0,0,2
301,6,0.00386400000000001,-0.00245400000000001,0.00191,-0.001758,0.00385839481371668,-0.00251250646637005,-0.00207083155530079,0.00878398289831988,-0.191640448715141,0.862067986957836,-11.20399962458,34.3709148590589,0,0,2
306,6,0.003844,-0.00241799999999998,0.002106,-0.002051,0.00384257207625291,-0.0024738722676317,-0.00324326253155004,0.0140696432876595,-0.243549673498255,1.08902621630697,-12.5128667418679,36.3362986260007,0,0,2
311,6,0.00381300000000001,-0.00236500000000001,0.002777,-0.004508,0.00382188016090154,-0.00241000215870613,-0.00474781921131865,0.0204845585245287,-0.306962955103158,1.33585311223051,-13.804750088661,37.8836590142903,0,0,2
316,6,0.003778,-0.00228099999999998,0.005328,-0.007743,0.00379475727634518,-0.00231398502692106,-0.00664610272318002,0.028082688677972,-0.382376533481148,1.59722866533229,-15.0284085084215,38.9732447625232,0,0,2
321,6,0.003737,-0.002166,0.006524,-0.01109,0.0037599151990596,-0.00217945840212132,-0.00900229543634018,0.03692286536399,-0.471624604977057,1.86988943909938,-16.1235851512426,39.5463468491555,0,0,2
326,6,0.003682,-0.001998,0.007991,-0.01923,0.00371451534920223,-0.00199875786351679,-0.0118587851922671,0.0470337202557179,-0.572770518120288,2.14738579020969,-17.0541719580682,39.5720497353799,0,0,2
331,6,0.00361900000000001,-0.00179000000000001,0.010149,-0.02913,0.00365644962959186,-0.00176486528193088,-0.0152705433551767,0.0584295237500593,-0.686297272254874,2.42517326565443,-17.7613724567682,39.0267951382348,0,0,2
336,6,0.00354600000000001,-0.00150499999999998,0.011269,-0.035987,0.00358249450811865,-0.00147001801766612,-0.0192687886991331,0.0710871499266203,-0.810001890117916,2.69658966108812,-18.2111462148889,37.924687072208,0,0,2
341,6,0.003457,-0.00115300000000002,0.014034,-0.050126,0.00348928746215419,-0.00110686970790718,-0.0238821313243262,0.0849728789313988,-0.941523454025302,2.95579931583506,-18.3651836740543,36.2814623324529,0,0,2
346,6,0.003344,-0.000719999999999998,0.016841,-0.06149,0.00337317928758229,-0.000668472088124184,-0.0291148547396218,0.100026205308824,-1.07780012877148,3.19754926169408,-18.2121588947168,34.1377358395462,0,0,2
351,6,0.00321200000000001,-0.000195999999999974,0.020048,-0.079445,0.00323090545880764,-0.000148992309185154,-0.0349917991878544,0.116205518882572,-1.21687634856239,3.41906452820521,-17.7033709288318,31.4932480351818,0,0,2
356,6,0.00304700000000001,0.000417000000000001,0.024671,-0.096842,0.00305859817925974,0.000457609263458742,-0.0415013114387953,0.133420270011146,-1.35511702753172,3.61625215718993,-16.8298252499762,28.3997718802014,0,0,2
361,6,0.00285400000000001,0.00112200000000001,0.02883,-0.114587,0.00285789819308924,0.00114232114600913,-0.0488683875348823,0.152210871966731,-1.50456121813262,3.82747114399464,-15.2307949193,23.9814473582883,0,0,2
366,6,0.002625,0.00192500000000001,0.034388,-0.133162,0.00261020369337786,0.00194757360898929,-0.0564545573873939,0.170933160199615,-1.61977411022688,3.94486829580653,-13.7453747815004,20.4060353829206,0,0,2
371,6,0.00235300000000001,0.002826,0.042117,-0.151257,0.00232342537761979,0.00284937279829135,-0.0646058467647328,0.19041580769273,-1.72736374065499,4.04077119651769,-11.8661400694863,16.472853125296,0,0,2
376,6,0.00203,0.003832,0.050879,-0.170418,0.00199403714528439,0.00385112300685398,-0.0732539422106361,0.210512028302301,-1.82301122101111,4.11365863218019,-9.62390047972728,12.2545783048359,0,0,2
381,6,0.001665,0.00495099999999998,0.05688,-0.187137,0.00161850755790869,0.00495601274255805,-0.0823061381351945,0.231040405204134,-1.90154529069116,4.16079524093608,-7.07553243147148,7.86383421620938,0,0,2
386,6,0.001239,0.00616300000000003,0.068055,-0.212693,0.00119407487617705,0.00616572340779307,-0.0916659446201708,0.251840192987737,-1.95883031396685,4.18174582506605,-4.28020785605207,3.37930087474895,0,0,2
391,6,0.00075900000000001,0.00748500000000002,0.080317,-0.230797,0.000722058603246085,0.00747191392612138,-0.101370987193184,0.273135383764878,-2.00122369095536,4.20255358029473,-1.10236460874291,-1.66887770442571,0,0,2
396,6,0.000227000000000005,0.008909,0.092526,-0.259601,0.000197602763944429,0.00888360195364352,-0.111203040015824,0.294546082890418,-2.01771947806516,4.20198833243482,2.26775298830227,-6.98810903875641,0,0,2
401,6,-0.000356999999999996,0.010434,0.099525,-0.268366,-0.000387186403403578,0.0104221684414342,-0.120687990896438,0.314895559979221,-1.98499314028087,4.11560053006308,5.23640871548347,-11.0469424568231,0,0,2
406,6,-0.000997999999999999,0.012062,0.112349,-0.29425,-0.00102205797159457,0.0120588695896226,-0.130059924902779,0.335012115571767,-1.92941927312869,4.01751849916699,8.19442931512584,-15.0927741208998,0,0,2
411,6,-0.00168599999999999,0.013789,0.1213,-0.316717,-0.0017062018295968,0.0137929164818076,-0.139187017388817,0.354743205616689,-1.85104547734078,3.90582192920828,11.0450465149667,-19.0693177301268,0,0,2
416,6,-0.002425,0.01562,0.133042,-0.335025,-0.00243794602260849,0.015622747290349,-0.147948935971564,0.373957562871707,-1.75101687149625,3.77901100318589,13.7041072808743,-22.9425638736761,0,0,2
421,6,-0.003202,0.017532,0.143337,-0.357325,-0.00321402832137202,0.017543301676694,-0.156292440089295,0.392671931124913,-1.63405161532435,3.64465030049655,16.1829235957835,-26.9010655826803,0,0,2
426,6,-0.00402899999999999,0.019549,0.150433,-0.37418,-0.00403331102246678,0.019558487130688,-0.164012028955766,0.410450899349317,-1.49714459834511,3.48167257845988,18.2608273665925,-30.455999449147,0,0,2
431,7,-0.004884,0.021645,0.162233,-0.393747,-0.00489044146353647,0.0216603608882301,-0.171096900718412,0.427374850945109,-1.34846519382297,3.30161604919277,19.9878202967362,-33.8426405542872,0,0,2
436,7,-0.00577799999999999,0.023832,0.166476,-0.410261,-0.0057814868439201,0.0238453305928625,-0.17748207796126,0.443335676280674,-1.19149413121715,3.10279235514675,21.3306938092617,-37.0256549540626,0,0,2
441,7,-0.00671099999999999,0.02611,0.174439,-0.428185,-0.00670234180762682,0.0261081574142315,-0.183121084546391,0.458249224309219,-1.02954957346358,2.88681607566901,22.2715365689484,-39.9950066997862,0,0,2
446,7,-0.007672,0.028464,0.183578,-0.44754,-0.00764818994251815,0.0284433617721578,-0.188003762163152,0.472053996079902,-0.867511134967646,2.65497504532196,22.8336597188395,-42.7656782235542,0,0,2
451,7,-0.008645,0.03088,0.190349,-0.464173,-0.0086148367431842,0.0308458317906383,-0.192113007167436,0.48464599463387,-0.708267648644046,2.40646778456265,23.0208557603716,-45.2839932647523,0,0,2
456,7,-0.009642,0.033368,0.192528,-0.474357,-0.0095980872603551,0.0333089628587424,-0.19546475589197,0.495951178336239,-0.554596599704645,2.14357346458824,22.8721960717913,-47.5284563317305,0,0,2
461,7,-0.010456,0.035397,0.197555,-0.490185,-0.0105938249976124,0.0358264167395857,-0.198079140223875,0.505897217147843,-0.409131328843263,1.86695540839033,22.4227709201259,-49.4708036238357,0,0,2
466,7,-0.011664,0.038471,0.199643,-0.50024,-0.0115971558422782,0.0383884932593087,-0.200047998912364,0.514552350093484,-0.276976694541479,1.58608983980015,21.800519426756,-51.2716514854584,0,0,2
471,7,-0.012672,0.041075,0.201313,-0.513658,-0.0126079982090129,0.040995272910196,-0.201287973988716,0.521581892350949,-0.150108581747362,1.28255476524635,20.8816226942436,-52.5237989774382,0,0,2
476,7,-0.013675,0.043712,0.202942,-0.514992,-0.0136207599034634,0.0436342060403707,-0.201937435542435,0.527110319434459,-0.035902337041345,0.97158533247062,19.8355429820266,-53.4252908447306,0,0,2
481,7,-0.014689,0.046383,0.201441,-0.524918,-0.0146317166294071,0.0462947085506436,-0.202086763644931,0.531223080869243,0.0626532156239226,0.663337704999877,18.7663197552244,-54.1232241845519,0,0,2
486,7,-0.015691,0.049074,0.201441,-0.531892,-0.0156343459352581,0.0489587503492202,-0.202015275089876,0.534422621619919,0.133138603149726,0.391151804003214,18.0624917997877,-55.3971495701131,0,0,2
491,7,-0.016489,0.051225,0.200827,-0.534781,-0.016638428521307,0.0516463231925555,-0.201308756834801,0.535615564993186,0.208632552588732,0.0809438913272191,17.1453040029975,-55.7945304886919,0,0,2
496,7,-0.01749,0.053905,0.200827,-0.536643,-0.0176413660491612,0.0543470710886506,-0.199958284530997,0.534688657763163,0.290214508483394,-0.263788103243032,15.9376980065855,-55.0734519469547,0,0,2
501,7,-0.018659,0.057113,0.198421,-0.536854,-0.0186354994825254,0.0570385004484548,-0.198232380254342,0.532192237661749,0.362686472583557,-0.601577706805953,14.7709397838929,-53.9604273404246,0,0,2
506,7,-0.019632,0.059767,0.197113,-0.535443,-0.0196208075098677,0.0597153335660362,-0.196097728251337,0.528002464855828,0.431658365129897,-0.938500473492797,13.5530221922692,-52.2275589715045,0,0,2
511,7,-0.020594,0.062404,0.194839,-0.53097,-0.0205942613788148,0.0623658004056178,-0.193641545937147,0.522326988759387,0.493611854214698,-1.26114190758957,12.3636664517385,-50.1069423089523,0,0,2
516,7,-0.021549,0.064996,0.193296,-0.529835,-0.0215543429536468,0.0649816510168907,-0.190907811673103,0.515232504351905,0.548668783805807,-1.56489564964598,11.2249609079744,-47.6296354626418,0,0,2
521,7,-0.022484,0.067549,0.193022,-0.52712,-0.0225001567845232,0.0675555434027488,-0.187941193276333,0.506811696335781,0.598236272120374,-1.84684096015034,10.1606876137959,-44.8544957961883,0,0,2
526,7,-0.023411,0.070075,0.189968,-0.518736,-0.0234303962760605,0.0700807271467423,-0.184778194407293,0.497177168837023,0.642021494772738,-2.10453108470405,9.18441757284653,-41.8597611423705,0,0,2
531,7,-0.024323,0.072546,0.185758,-0.506449,-0.0243443161908224,0.0725513293035317,-0.181448591654068,0.486422545627822,0.680963956457278,-2.33691242407783,8.30539194176921,-38.6919037593956,0,0,2
536,7,-0.025228,0.074983,0.183721,-0.500988,-0.0252411576178606,0.0749618289020606,-0.177977190348276,0.474641955255462,0.715578845239891,-2.54277694442449,7.52726978595,-35.3909441466817,0,0,2
541,7,-0.026116,0.077335,0.180492,-0.490384,-0.0261202064753942,0.0773071278189411,-0.174384693337588,0.461926921310233,0.746207659819703,-2.72098724919089,6.85237845918297,-31.9906480532625,0,0,2
546,7,-0.026985,0.079626,0.178855,-0.475916,-0.0269799613214205,0.0795816863528696,-0.170681909396984,0.448373516315039,0.770695284745784,-2.867910971316,6.27784325528055,-28.5352886845759,0,0,2
551,7,-0.02784,0.081855,0.175644,-0.461787,-0.0278205758943979,0.0817833307343389,-0.166830896825326,0.433983220636813,0.791788634771933,-2.988974260195,5.7310450321234,-24.9223833350033,0,0,2
556,7,-0.028673,0.083992,0.172265,-0.452608,-0.0286402441768926,0.0839059981010488,-0.162887743610154,0.418940849258144,0.806247757587569,-3.07696293008344,5.27877303880862,-21.3122673467712,0,0,2
561,7,-0.02949,0.086062,0.169951,-0.442944,-0.0294446113454481,0.0859632475479321,-0.159090772824811,0.403966028925337,0.831032203243763,-3.17677672847853,5.23587250647097,-18.5841378881197,0,0,2
566,7,-0.030285,0.08806,0.165817,-0.423037,-0.030228621859097,0.0879409690199239,-0.155026058094621,0.388217216758541,0.852699493255314,-3.25314648724074,4.99389020705721,-15.4005635471554,0,0,2
571,7,-0.03106,0.089959,0.163081,-0.412436,-0.0309890068053916,0.0898308900022306,-0.150781289376743,0.371924842041815,0.865311498728181,-3.29241090959097,4.69511392263478,-12.0455037567413,0,0,2
576,7,-0.031806,0.091783,0.158198,-0.393084,-0.0317271679924493,0.0916363166866998,-0.146426036319794,0.355368056114053,0.874528319188729,-3.30872388962925,4.43141327308588,-8.80673276532037,0,0,2
581,7,-0.032389,0.093188,0.151595,-0.373976,-0.0324425767002457,0.0933553499569978,-0.141970302654168,0.3386260971373,0.88053853489879,-3.30056672521337,4.21004784535448,-5.69497341119259,0,0,2
586,7,-0.032959,0.094551,0.148136,-0.359827,-0.03313490801279,0.0949879367455524,-0.137369236515771,0.321716902038556,0.884151105050191,-3.27059486140758,3.96567325502401,-2.643119901129,0,0,2
591,8,-0.033777,0.096472,0.143992,-0.344594,-0.0338053553317634,0.0965378553981182,-0.13271218913693,0.304936240017783,0.890485027793757,-3.23128457657051,3.81488270830674,0.0319782832088897,0,0,2
596,8,-0.034438,0.09799,0.139575,-0.331272,-0.0344610467057207,0.0980268162779049,-0.128223227773267,0.289000439142937,0.91920909149314,-3.23879049825994,4.02976607833294,1.51036977773943,0,0,2
601,8,-0.035067,0.099407,0.134636,-0.312164,-0.0350909985608055,0.0994270273849631,-0.123461887468066,0.272780791908459,0.940992391401329,-3.21420687463819,3.99331544247984,3.44227850338703,0,0,2
606,8,-0.035682,0.100762,0.13033,-0.296936,-0.0356959660231363,0.100741889790269,-0.118526899527937,0.256558883474501,0.960473542370874,-3.16858858925376,3.85726292205612,5.44925866196401,0,0,2
611,8,-0.036269,0.102012,0.123864,-0.27921,-0.0362771869558855,0.101977422430755,-0.113472468614032,0.240557952828898,0.982604794144499,-3.1168159093903,3.68609553518146,7.29568053310523,0,0,2
616,8,-0.036837,0.103188,0.119919,-0.264629,-0.0368338229974141,0.103134285634103,-0.108305211522365,0.224817588897766,1.00647239098048,-3.05809279630262,3.47703702965859,8.99565963679012,0,0,2
621,8,-0.037378,0.104279,0.115478,-0.245148,-0.0373679586836097,0.10422259841974,-0.103099570339897,0.209607385739141,1.03886409289501,-3.01629887640269,3.31339185078947,10.2616974045731,0,0,2
626,8,-0.037888,0.105286,0.112218,-0.232671,-0.0378753815124255,0.105233340275755,-0.0977337042490433,0.194589844130436,1.06939258589499,-2.96264543335936,3.01398699692529,11.6194308906837,0,0,2
631,8,-0.038377,0.106223,0.10508,-0.20986,-0.0383568094102638,0.106171184924198,-0.0922638060356677,0.17994182220351,1.10128485016937,-2.9060212460096,2.64262671524242,12.8731837689316,0,0,2
636,8,-0.038832,0.107071,0.099684,-0.193448,-0.03881154194696,0.107037378792774,-0.0866911837802358,0.165672061554375,1.1336412965999,-2.84510146520482,2.18244522818961,14.059656260118,0,0,2
641,8,-0.039262,0.107855,0.096166,-0.184752,-0.0392384819669884,0.107832853390957,-0.0810055285687101,0.151788855189645,1.16437205626339,-2.77743300650548,1.59927437132283,15.2099059324678,0,0,2
646,8,-0.03966,0.108574,0.089203,-0.164396,-0.0396369367744352,0.108559567768014,-0.0752298167599708,0.138351096411955,1.19238949241671,-2.70297676694548,0.903772073205307,16.2794418281698,0,0,2
651,8,-0.040026,0.109226,0.084411,-0.152217,-0.0400058512349711,0.109218841905048,-0.0693674919579625,0.125346403673606,1.2153798718864,-2.6195652288586,0.0771866805967676,17.3178928434116,0,0,2
656,8,-0.040361,0.109813,0.075365,-0.137066,-0.040344015945423,0.109811744634528,-0.0634355123196193,0.112788748832255,1.23043021965569,-2.52421076618486,-0.881288624391811,18.3315392895836,0,0,2
661,8,-0.040662,0.110336,0.069386,-0.123311,-0.0406505083839539,0.110340093962245,-0.057452127637409,0.100670926796835,1.23515746932799,-2.41582529603836,-1.9708379238496,19.3511074171281,0,0,2
666,8,-0.040929,0.110796,0.06355,-0.110213,-0.0409258072920342,0.11080864243439,-0.0515064851077334,0.0891378237446262,1.23074961138205,-2.30135426618137,-3.09364798883212,20.1938472199708,0,0,2
671,8,-0.041168,0.111207,0.056025,-0.100027,-0.041166967774939,0.111213904712339,-0.0455191253431971,0.0779668857319103,1.2082126918821,-2.16378060667026,-4.3910004822366,21.1964930968802,0,0,2
676,8,-0.041379,0.111563,0.051476,-0.09088,-0.0413742792856391,0.11155847354926,-0.0395719915630038,0.0672564917140162,1.16789908110318,-2.00453491590935,-5.76667840050488,22.2126439174523,0,0,2
681,8,-0.041527,0.111815,0.045248,-0.079561,-0.041547315515719,0.111843268583158,-0.0336911244922251,0.0569798641655955,1.10751785015831,-1.81980757744809,-7.20838409642092,23.2774954487167,0,0,2
686,8,-0.04171,0.112121,0.038765,-0.06498,-0.0416977479245569,0.112097565236907,-0.0283399891627543,0.0481214064003376,1.0567848037367,-1.68171277014904,-8.11760836990002,23.0718743018606,0,0,2
691,8,-0.041836,0.112333,0.032208,-0.053988,-0.0418254929590813,0.112321509721725,-0.023407540244718,0.0402892229870726,1.01037514208818,-1.57698865629991,-8.71644004792057,22.2424484578538,0,0,2
696,8,-0.041935,0.11251,0.027151,-0.04713,-0.0419232067488379,0.112497138277889,-0.018583715943749,0.0326604761011455,0.945122332708945,-1.44860099020141,-9.44170588232852,21.8904213331322,0,0,2
701,8,-0.04201,0.112641,0.021922,-0.038634,-0.0419983689137974,0.112640677120396,-0.0141362507684251,0.0257650228499174,0.878539467228368,-1.3342564126018,-9.93441701258424,21.256217940126,0,0,2
706,8,-0.042061,0.112742,0.018009,-0.032765,-0.0420509582496203,0.112749808509763,-0.00996747422739547,0.019331046934818,0.806877488161811,-1.21994472487926,-10.3446406789694,20.7006738839031,0,0,2
711,8,-0.042093,0.112812,0.012526,-0.023173,-0.0420833185532896,0.112828792873321,-0.00613453809653257,0.0134356690274134,0.732950234224862,-1.11042075529791,-10.6057195149969,20.099333461768,0,0,2
716,8,-0.042101,0.112856,0.008897,-0.018464,-0.042097287960812,0.112880182019597,-0.00266697263518327,0.00807728423592024,0.657785392118487,-1.00551069916459,-10.6841860944214,19.4363958725961,0,0,2
721,8,-0.042094,0.112889,0.003876,-0.011942,-0.0420945282129057,0.112906514942381,0.000438620692170225,0.00320828777657463,0.581872783201883,-0.905374662499536,-10.5869653239138,18.7584386509372,0,0,2
726,8,-0.042072,0.112894,0.000714,-0.00723,-0.0420779831349378,0.112910974516417,0.00321519821158333,-0.00120742614985374,0.509261337966383,-0.812227696081227,-10.356317472211,18.095630736696,0,0,2
731,8,-0.042037,0.112877,-0.004209,-0.003867,-0.0420495434229677,0.112895796224401,0.00568160463062252,-0.00519866080220868,0.441452402550666,-0.726122441484058,-10.0181996069031,17.473836946582,0,0,2
736,8,-0.041991,0.112852,-0.005432,0.000291,-0.0420104306950943,0.112862313990444,0.0078516290143732,-0.00877757618786125,0.378099860095647,-0.644733201391618,-9.58519367291334,16.8936025728943,0,0,2
741,8,-0.041941,0.112807,-0.007651,0.004005,-0.0419620732763317,0.112812281381649,0.00973588452238189,-0.0119310985210189,0.319614787954619,-0.567008483865413,-9.06259187079988,16.3192523956697,0,0,2
746,8,-0.041886,0.112743,-0.009576,0.007085,-0.0419070758660389,0.112749324011774,0.0113304710520275,-0.0146050081604796,0.269615126070351,-0.496827469965027,-8.4340853410021,15.6607096986476,0,0,2
751,8,-0.041828,0.112675,-0.010519,0.010786,-0.0418453155221211,0.112671813043785,0.0127452549270411,-0.0169442156681145,0.224805274206434,-0.424160697625112,-7.83773437823714,15.0940604510578,0,0,2
756,8,-0.041761,0.112588,-0.011725,0.012767,-0.0417796694526041,0.112584351926111,0.0139561465737126,-0.0188451365768007,0.19037004749112,-0.35624296991376,-7.22932410180027,14.4530678650988,0,0,2
761,8,-0.041697,0.112505,-0.012665,0.014849,-0.0417112240116041,0.112489885147559,0.0149490042631599,-0.0202738332359247,0.166649224111014,-0.295632565762319,-6.58222951223329,13.6715135251941,0,0,2
766,8,-0.041628,0.112408,-0.013403,0.017377,-0.0416377241577009,0.112385441945777,0.015836838550974,-0.0214287111390385,0.144886258548609,-0.228848030478299,-6.03903022067799,12.9950852836993,0,0,2
771,8,-0.041555,0.112307,-0.013408,0.017742,-0.0415608783637661,0.112274837714435,0.016589566894034,-0.022232828927551,0.127805414155966,-0.162017324275245,-5.53950500896276,12.2792458364919,0,0,2
776,8,-0.041483,0.112186,-0.013488,0.019457,-0.0414810002798197,0.112159663006375,0.0172252471837875,-0.0227062232047563,0.114283529747204,-0.0950283663485707,-5.09456592007252,11.5191531944583,0,0,2
