"cross_x_rbt","cross_y_rbt","cross_deg_rbt","peak_vel","mt","rt","score","retry","error_deg","blk_tri"
-0.117101740568376,0.340042008362177,91.6608129002735,0.142930507659912,0.679083828661087,0.396947145462036,89,0,1.6608129002735,1
-0.0870840707568541,0.345572559062208,109.217755916701,0.17207407951355,0.57374574186568,0.426188707351685,172,0,19.2177559167012,2
-0.123605680114482,0.340065025787205,87.9336495653615,0.111632823944092,0.79586321809718,0.413925886154175,261,0,-2.06635043463845,3
-0.127795219813795,0.340304290222424,85.5291323179252,0.096041202545166,0.917490472036086,0.41901421546936,349,1,-4.47086768207483,4
-0.0676041530198573,0.354825618762251,121.598154383722,0.120176076889038,0.737162493398165,0.393205404281616,448,0,31.5981543837218,5
